--- Log Capture Start: 20260218_182857 ---
02-18 18:28:14.902 D/BleProximity: 📶 RSSI: -73
02-18 18:28:15.208 D/BleProximity: 📶 RSSI: -73
02-18 18:28:15.511 D/BleProximity: 📶 RSSI: -73
02-18 18:28:15.821 D/BleProximity: 📶 RSSI: -74
02-18 18:28:16.123 D/BleProximity: 📶 RSSI: -73
02-18 18:28:16.429 D/BleProximity: 📶 RSSI: -73
02-18 18:28:16.733 D/BleProximity: 📶 RSSI: -73
02-18 18:28:17.042 D/BleProximity: 📶 RSSI: -73
02-18 18:28:17.343 D/BleProximity: 📶 RSSI: -74
02-18 18:28:17.650 D/BleProximity: 📶 RSSI: -73
02-18 18:28:17.954 D/BleProximity: 📶 RSSI: -73
02-18 18:28:18.258 D/BleProximity: 📶 RSSI: -72
02-18 18:28:18.562 D/BleProximity: 📶 RSSI: -72
02-18 18:28:18.867 D/BleProximity: 📶 RSSI: -72
02-18 18:28:19.176 D/BleProximity: 📶 RSSI: -72
02-18 18:28:19.480 D/BleProximity: 📶 RSSI: -72
02-18 18:28:19.785 D/BleProximity: 📶 RSSI: -75
02-18 18:28:20.087 D/BleProximity: 📶 RSSI: -76
02-18 18:28:20.391 D/BleProximity: 📶 RSSI: -75
02-18 18:28:20.691 D/BleProximity: 📶 RSSI: -76
02-18 18:28:20.993 D/BleProximity: 📶 RSSI: -74
02-18 18:28:21.303 D/BleProximity: 📶 RSSI: -69
02-18 18:28:21.609 D/BleProximity: 📶 RSSI: -71
02-18 18:28:21.913 D/BleProximity: 📶 RSSI: -72
02-18 18:28:22.219 D/BleProximity: 📶 RSSI: -73
02-18 18:28:22.522 D/BleProximity: 📶 RSSI: -74
02-18 18:28:22.827 D/BleProximity: 📶 RSSI: -72
02-18 18:28:23.127 D/BleProximity: 📶 RSSI: -71
02-18 18:28:23.430 D/BleProximity: 📶 RSSI: -71
02-18 18:28:23.735 D/BleProximity: 📶 RSSI: -71
02-18 18:28:24.040 D/BleProximity: 📶 RSSI: -71
02-18 18:28:24.340 D/BleProximity: 📶 RSSI: -69
02-18 18:28:24.646 D/BleProximity: 📶 RSSI: -70
02-18 18:28:24.948 D/BleProximity: 📶 RSSI: -69
02-18 18:28:25.258 D/BleProximity: 📶 RSSI: -69
02-18 18:28:25.557 D/BleProximity: 📶 RSSI: -69
02-18 18:28:25.863 D/BleProximity: 📶 RSSI: -64
02-18 18:28:26.167 D/BleProximity: 📶 RSSI: -64
02-18 18:28:26.471 D/BleProximity: 📶 RSSI: -62
02-18 18:28:26.768 D/BleProximity: 📶 RSSI: -60
02-18 18:28:27.076 D/BleProximity: 📶 RSSI: -57
02-18 18:28:27.378 D/BleProximity: 📶 RSSI: -55
02-18 18:28:27.685 D/BleProximity: 📶 RSSI: -52
02-18 18:28:27.990 D/BleProximity: 📶 RSSI: -55
02-18 18:28:28.293 D/BleProximity: 📶 RSSI: -54
02-18 18:28:28.598 D/BleProximity: 📶 RSSI: -53
02-18 18:28:28.903 D/BleProximity: 📶 RSSI: -54
02-18 18:28:29.206 D/BleProximity: 📶 RSSI: -54
02-18 18:28:29.511 D/BleProximity: 📶 RSSI: -53
02-18 18:28:29.817 D/BleProximity: 📶 RSSI: -53
02-18 18:28:30.119 D/BleProximity: 📶 RSSI: -53
02-18 18:28:30.423 D/BleProximity: 📶 RSSI: -53
02-18 18:28:30.731 D/BleProximity: 📶 RSSI: -53
02-18 18:28:31.034 D/BleProximity: 📶 RSSI: -54
02-18 18:28:31.338 D/BleProximity: 📶 RSSI: -55
02-18 18:28:31.641 D/BleProximity: 📶 RSSI: -59
02-18 18:28:31.947 D/BleProximity: 📶 RSSI: -54
02-18 18:28:32.249 D/BleProximity: 📶 RSSI: -62
02-18 18:28:32.551 D/BleProximity: 📶 RSSI: -61
02-18 18:28:32.857 D/BleProximity: 📶 RSSI: -58
02-18 18:28:33.156 D/BleProximity: 📶 RSSI: -58
02-18 18:28:33.459 D/BleProximity: 📶 RSSI: -54
02-18 18:28:33.766 D/BleProximity: 📶 RSSI: -50
02-18 18:28:34.069 D/BleProximity: 📶 RSSI: -54
02-18 18:28:34.374 D/BleProximity: 📶 RSSI: -52
02-18 18:28:34.679 D/BleProximity: 📶 RSSI: -50
02-18 18:28:34.982 D/BleProximity: 📶 RSSI: -52
02-18 18:28:35.286 D/BleProximity: 📶 RSSI: -53
02-18 18:28:35.591 D/BleProximity: 📶 RSSI: -50
02-18 18:28:35.893 D/BleProximity: 📶 RSSI: -48
02-18 18:28:36.199 D/BleProximity: 📶 RSSI: -49
02-18 18:28:36.502 D/BleProximity: 📶 RSSI: -48
02-18 18:28:36.506 D/BleProximity: 🔓 >>> 触发解锁 <<<
02-18 18:28:36.507 D/BleProximity: 原因: 信号均值(-49) > 阈值(-50.0) 
02-18 18:28:36.508 D/BleProximity: 📤 发送指令: 解锁车门
02-18 18:28:36.554 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 663639613564623965303234
02-18 18:28:36.562 D/BleProximity: 🔐 处理认证挑战: 663639613564623965303234
02-18 18:28:36.815 D/BleProximity: 📶 RSSI: -47
02-18 18:28:37.121 D/BleProximity: 📶 RSSI: -47
02-18 18:28:37.428 D/BleProximity: 📶 RSSI: -47
02-18 18:28:37.681 D/BleProximity: 📨 收到特征变化: 6CB493E3-7D21-46FB-A7F6-003E2464267E, 数据长度: 2, 数据: 3031
02-18 18:28:37.687 D/BleProximity: 解锁成功
02-18 18:28:37.692 D/BleProximity: 📊 指令出队: 解锁车门 -> SUCCESS
02-18 18:28:37.694 D/BleProximity: 🔓 解锁结果: SUCCESS
02-18 18:28:37.695 D/BleProximity: 🔄 同步状态: 车辆已解锁
02-18 18:28:37.701 D/BleProximity: 🔗 链式触发: 120秒打火
02-18 18:28:37.721 D/BleProximity: 📶 RSSI: -47
02-18 18:28:37.723 D/BleProximity: 📊 正在收集信号样本: 1/5
02-18 18:28:38.027 D/BleProximity: 📶 RSSI: -50
02-18 18:28:38.029 D/BleProximity: 📊 正在收集信号样本: 2/5
02-18 18:28:38.204 D/BleProximity: 📤 发送指令: 120秒打火
02-18 18:28:38.260 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 376538306332363336663335
02-18 18:28:38.263 D/BleProximity: 🔐 处理认证挑战: 376538306332363336663335
02-18 18:28:38.327 D/BleProximity: 📶 RSSI: -54
02-18 18:28:38.329 D/BleProximity: 📊 正在收集信号样本: 3/5
02-18 18:28:38.635 D/BleProximity: 📶 RSSI: -58
02-18 18:28:38.639 D/BleProximity: 📊 正在收集信号样本: 4/5
02-18 18:28:38.942 D/BleProximity: 📶 RSSI: -56
02-18 18:28:39.241 D/BleProximity: 📶 RSSI: -53
02-18 18:28:39.547 D/BleProximity: 📶 RSSI: -51
02-18 18:28:39.847 D/BleProximity: 📶 RSSI: -52
02-18 18:28:40.149 D/BleProximity: 📶 RSSI: -51
02-18 18:28:40.452 D/BleProximity: 📶 RSSI: -52
02-18 18:28:40.754 D/BleProximity: 📶 RSSI: -52
02-18 18:28:41.066 D/BleProximity: 📶 RSSI: -53
02-18 18:28:41.211 D/BleProximity: ℹ️ 打火指令已发送（协议无成功返回值），默认视为成功
02-18 18:28:41.213 D/BleProximity: 📊 指令出队: 120秒打火 -> SUCCESS
02-18 18:28:41.361 D/BleProximity: 📶 RSSI: -52
02-18 18:28:41.665 D/BleProximity: 📶 RSSI: -52
02-18 18:28:41.969 D/BleProximity: 📶 RSSI: -53
02-18 18:28:42.279 D/BleProximity: 📶 RSSI: -53
02-18 18:28:42.578 D/BleProximity: 📶 RSSI: -55
02-18 18:28:42.883 D/BleProximity: 📶 RSSI: -56
02-18 18:28:43.186 D/BleProximity: 📶 RSSI: -54
02-18 18:28:43.489 D/BleProximity: 📶 RSSI: -50
02-18 18:28:43.790 D/BleProximity: 📶 RSSI: -54
02-18 18:28:44.091 D/BleProximity: 📶 RSSI: -51
02-18 18:28:44.396 D/BleProximity: 📶 RSSI: -53
02-18 18:28:44.697 D/BleProximity: 📶 RSSI: -52
02-18 18:28:44.997 D/BleProximity: 📶 RSSI: -58
02-18 18:28:45.300 D/BleProximity: 📶 RSSI: -62
02-18 18:28:45.602 D/BleProximity: 📶 RSSI: -62
02-18 18:28:45.908 D/BleProximity: 📶 RSSI: -62
02-18 18:28:46.210 D/BleProximity: 📶 RSSI: -64
02-18 18:28:46.514 D/BleProximity: 📶 RSSI: -65
02-18 18:28:46.816 D/BleProximity: 📶 RSSI: -65
02-18 18:28:47.119 D/BleProximity: 📶 RSSI: -64
02-18 18:28:47.421 D/BleProximity: 📶 RSSI: -61
02-18 18:28:47.724 D/BleProximity: 📶 RSSI: -62
02-18 18:28:48.019 D/BleProximity: 📶 RSSI: -66
02-18 18:28:48.329 D/BleProximity: 📶 RSSI: -65
02-18 18:28:48.631 D/BleProximity: 📶 RSSI: -64
02-18 18:28:48.937 D/BleProximity: 📶 RSSI: -65
02-18 18:28:49.241 D/BleProximity: 📶 RSSI: -67
02-18 18:28:49.541 D/BleProximity: 📶 RSSI: -70
02-18 18:28:49.844 D/BleProximity: 📶 RSSI: -70
02-18 18:28:50.147 D/BleProximity: 📶 RSSI: -71
02-18 18:28:50.450 D/BleProximity: 📶 RSSI: -74
02-18 18:28:50.753 D/BleProximity: 📶 RSSI: -71
02-18 18:28:51.057 D/BleProximity: 📶 RSSI: -70
02-18 18:28:51.363 D/BleProximity: 📶 RSSI: -71
02-18 18:28:51.664 D/BleProximity: 📶 RSSI: -71
02-18 18:28:51.968 D/BleProximity: 📶 RSSI: -71
02-18 18:28:52.271 D/BleProximity: 📶 RSSI: -71
02-18 18:28:52.575 D/BleProximity: 📶 RSSI: -71
02-18 18:28:52.880 D/BleProximity: 📶 RSSI: -72
02-18 18:28:53.187 D/BleProximity: 📶 RSSI: -72
02-18 18:28:53.489 D/BleProximity: 📶 RSSI: -72
02-18 18:28:53.793 D/BleProximity: 📶 RSSI: -72
02-18 18:28:54.099 D/BleProximity: 📶 RSSI: -72
02-18 18:28:54.403 D/BleProximity: 📶 RSSI: -72
02-18 18:28:54.706 D/BleProximity: 📶 RSSI: -72
02-18 18:28:55.011 D/BleProximity: 📶 RSSI: -73
02-18 18:28:55.317 D/BleProximity: 📶 RSSI: -73
02-18 18:28:55.620 D/BleProximity: 📶 RSSI: -73
02-18 18:28:55.924 D/BleProximity: 📶 RSSI: -71
02-18 18:28:56.229 D/BleProximity: 📶 RSSI: -70
02-18 18:28:56.532 D/BleProximity: 📶 RSSI: -72
02-18 18:28:56.837 D/BleProximity: 📶 RSSI: -73
02-18 18:28:57.141 D/BleProximity: 📶 RSSI: -77
02-18 18:28:57.446 D/BleProximity: 📶 RSSI: -75
02-18 18:28:57.755 D/BleProximity: 📶 RSSI: -79
