--- Log Capture Start: 20260227_185350 ---
02-27 18:27:57.745 D/BleProximity: 📶 RSSI: -43
02-27 18:27:58.043 D/BleProximity: 📶 RSSI: -43
02-27 18:27:58.343 D/BleProximity: 📶 RSSI: -43
02-27 18:27:58.644 D/BleProximity: 📶 RSSI: -43
02-27 18:27:58.948 D/BleProximity: 📶 RSSI: -43
02-27 18:27:59.250 D/BleProximity: 📶 RSSI: -44
02-27 18:27:59.552 D/BleProximity: 📶 RSSI: -44
02-27 18:27:59.854 D/BleProximity: 📶 RSSI: -43
02-27 18:28:00.153 D/BleProximity: 📶 RSSI: -38
02-27 18:28:00.454 D/BleProximity: 📶 RSSI: -37
02-27 18:28:00.756 D/BleProximity: 📶 RSSI: -36
02-27 18:28:01.057 D/BleProximity: 📶 RSSI: -42
02-27 18:28:01.360 D/BleProximity: 📶 RSSI: -43
02-27 18:28:01.660 D/BleProximity: 📶 RSSI: -44
02-27 18:28:01.965 D/BleProximity: 📶 RSSI: -43
02-27 18:28:02.266 D/BleProximity: 📶 RSSI: -43
02-27 18:28:02.567 D/BleProximity: 📶 RSSI: -44
02-27 18:28:02.866 D/BleProximity: 📶 RSSI: -44
02-27 18:28:03.166 D/BleProximity: 📶 RSSI: -44
02-27 18:28:03.467 D/BleProximity: 📶 RSSI: -43
02-27 18:28:03.767 D/BleProximity: 📶 RSSI: -43
02-27 18:28:04.067 D/BleProximity: 📶 RSSI: -43
02-27 18:28:04.367 D/BleProximity: 📶 RSSI: -46
02-27 18:28:04.668 D/BleProximity: 📶 RSSI: -48
02-27 18:28:04.980 D/BleProximity: 📶 RSSI: -51
02-27 18:28:05.271 D/BleProximity: 📶 RSSI: -51
02-27 18:28:05.580 D/BleProximity: 📶 RSSI: -48
02-27 18:28:05.871 D/BleProximity: 📶 RSSI: -45
02-27 18:28:06.172 D/BleProximity: 📶 RSSI: -45
02-27 18:28:06.472 D/BleProximity: 📶 RSSI: -44
02-27 18:28:06.774 D/BleProximity: 📶 RSSI: -44
02-27 18:28:07.075 D/BleProximity: 📶 RSSI: -44
02-27 18:28:07.385 D/BleProximity: 📶 RSSI: -44
02-27 18:28:07.676 D/BleProximity: 📶 RSSI: -44
02-27 18:28:07.979 D/BleProximity: 📶 RSSI: -44
02-27 18:28:08.281 D/BleProximity: 📶 RSSI: -44
02-27 18:28:08.591 D/BleProximity: 📶 RSSI: -44
02-27 18:28:08.883 D/BleProximity: 📶 RSSI: -45
02-27 18:28:09.183 D/BleProximity: 📶 RSSI: -46
02-27 18:28:09.484 D/BleProximity: 📶 RSSI: -49
02-27 18:28:09.785 D/BleProximity: 📶 RSSI: -50
02-27 18:28:10.087 D/BleProximity: 📶 RSSI: -46
02-27 18:28:10.388 D/BleProximity: 📶 RSSI: -41
02-27 18:28:10.694 D/BleProximity: 📶 RSSI: -42
02-27 18:28:10.995 D/BleProximity: 📶 RSSI: -41
02-27 18:28:11.297 D/BleProximity: 📶 RSSI: -41
02-27 18:28:11.597 D/BleProximity: 📶 RSSI: -41
02-27 18:28:11.898 D/BleProximity: 📶 RSSI: -41
02-27 18:28:12.201 D/BleProximity: 📶 RSSI: -41
02-27 18:28:12.504 D/BleProximity: 📶 RSSI: -41
02-27 18:28:12.805 D/BleProximity: 📶 RSSI: -41
02-27 18:28:13.106 D/BleProximity: 📶 RSSI: -41
02-27 18:28:13.410 D/BleProximity: 📶 RSSI: -42
02-27 18:28:13.712 D/BleProximity: 📶 RSSI: -42
02-27 18:28:14.017 D/BleProximity: 📶 RSSI: -42
02-27 18:28:14.318 D/BleProximity: 📶 RSSI: -42
02-27 18:28:14.618 D/BleProximity: 📶 RSSI: -42
02-27 18:28:14.919 D/BleProximity: 📶 RSSI: -43
02-27 18:28:15.220 D/BleProximity: 📶 RSSI: -45
02-27 18:28:15.520 D/BleProximity: 📶 RSSI: -47
02-27 18:28:15.820 D/BleProximity: 📶 RSSI: -47
02-27 18:28:16.122 D/BleProximity: 📶 RSSI: -48
02-27 18:28:16.432 D/BleProximity: 📶 RSSI: -50
02-27 18:28:16.724 D/BleProximity: 📶 RSSI: -49
02-27 18:28:17.024 D/BleProximity: 📶 RSSI: -46
02-27 18:28:17.325 D/BleProximity: 📶 RSSI: -48
02-27 18:28:17.626 D/BleProximity: 📶 RSSI: -47
02-27 18:28:17.926 D/BleProximity: 📶 RSSI: -47
02-27 18:28:18.227 D/BleProximity: 📶 RSSI: -47
02-27 18:28:18.528 D/BleProximity: 📶 RSSI: -48
02-27 18:28:18.828 D/BleProximity: 📶 RSSI: -44
02-27 18:28:19.131 D/BleProximity: 📶 RSSI: -42
02-27 18:28:19.433 D/BleProximity: 📶 RSSI: -40
02-27 18:28:19.732 D/BleProximity: 📶 RSSI: -44
02-27 18:28:20.035 D/BleProximity: 📶 RSSI: -45
02-27 18:28:20.338 D/BleProximity: 📶 RSSI: -46
02-27 18:28:20.642 D/BleProximity: 📶 RSSI: -45
02-27 18:28:20.943 D/BleProximity: 📶 RSSI: -44
02-27 18:28:21.244 D/BleProximity: 📶 RSSI: -44
02-27 18:28:21.542 D/BleProximity: 📶 RSSI: -44
02-27 18:28:21.844 D/BleProximity: 📶 RSSI: -44
02-27 18:28:22.146 D/BleProximity: 📶 RSSI: -44
02-27 18:28:22.447 D/BleProximity: 📶 RSSI: -44
02-27 18:28:22.748 D/BleProximity: 📶 RSSI: -43
02-27 18:28:23.049 D/BleProximity: 📶 RSSI: -43
02-27 18:28:23.351 D/BleProximity: 📶 RSSI: -42
02-27 18:28:23.654 D/BleProximity: 📶 RSSI: -41
02-27 18:28:23.956 D/BleProximity: 📶 RSSI: -42
02-27 18:28:24.259 D/BleProximity: 📶 RSSI: -42
02-27 18:28:24.562 D/BleProximity: 📶 RSSI: -42
02-27 18:28:24.863 D/BleProximity: 📶 RSSI: -43
02-27 18:28:25.163 D/BleProximity: 📶 RSSI: -44
02-27 18:28:25.464 D/BleProximity: 📶 RSSI: -44
02-27 18:28:25.764 D/BleProximity: 📶 RSSI: -43
02-27 18:28:26.066 D/BleProximity: 📶 RSSI: -43
02-27 18:28:26.368 D/BleProximity: 📶 RSSI: -43
02-27 18:28:26.671 D/BleProximity: 📶 RSSI: -43
02-27 18:28:26.973 D/BleProximity: 📶 RSSI: -43
02-27 18:28:27.274 D/BleProximity: 📶 RSSI: -44
02-27 18:28:27.577 D/BleProximity: 📶 RSSI: -44
02-27 18:28:27.880 D/BleProximity: 📶 RSSI: -43
02-27 18:28:28.183 D/BleProximity: 📶 RSSI: -43
02-27 18:28:28.483 D/BleProximity: 📶 RSSI: -44
02-27 18:28:28.785 D/BleProximity: 📶 RSSI: -44
02-27 18:28:29.085 D/BleProximity: 📶 RSSI: -44
02-27 18:28:29.388 D/BleProximity: 📶 RSSI: -44
02-27 18:28:29.694 D/BleProximity: 📶 RSSI: -43
02-27 18:28:29.993 D/BleProximity: 📶 RSSI: -43
02-27 18:28:30.295 D/BleProximity: 📶 RSSI: -43
02-27 18:28:30.597 D/BleProximity: 📶 RSSI: -44
02-27 18:28:30.899 D/BleProximity: 📶 RSSI: -43
02-27 18:28:31.201 D/BleProximity: 📶 RSSI: -43
02-27 18:28:31.503 D/BleProximity: 📶 RSSI: -43
02-27 18:28:31.805 D/BleProximity: 📶 RSSI: -43
02-27 18:28:32.106 D/BleProximity: 📶 RSSI: -42
02-27 18:28:32.409 D/BleProximity: 📶 RSSI: -43
02-27 18:28:32.711 D/BleProximity: 📶 RSSI: -43
02-27 18:28:33.013 D/BleProximity: 📶 RSSI: -43
02-27 18:28:33.316 D/BleProximity: 📶 RSSI: -43
02-27 18:28:33.618 D/BleProximity: 📶 RSSI: -43
02-27 18:28:33.921 D/BleProximity: 📶 RSSI: -44
02-27 18:28:34.222 D/BleProximity: 📶 RSSI: -43
02-27 18:28:34.522 D/BleProximity: 📶 RSSI: -43
02-27 18:28:34.823 D/BleProximity: 📶 RSSI: -43
02-27 18:28:35.126 D/BleProximity: 📶 RSSI: -43
02-27 18:28:35.429 D/BleProximity: 📶 RSSI: -42
02-27 18:28:35.730 D/BleProximity: 📶 RSSI: -43
02-27 18:28:36.032 D/BleProximity: 📶 RSSI: -43
02-27 18:28:36.336 D/BleProximity: 📶 RSSI: -43
02-27 18:28:36.638 D/BleProximity: 📶 RSSI: -43
02-27 18:28:36.941 D/BleProximity: 📶 RSSI: -43
02-27 18:28:37.242 D/BleProximity: 📶 RSSI: -43
02-27 18:28:37.546 D/BleProximity: 📶 RSSI: -44
02-27 18:28:37.848 D/BleProximity: 📶 RSSI: -44
02-27 18:28:38.150 D/BleProximity: 📶 RSSI: -44
02-27 18:28:38.452 D/BleProximity: 📶 RSSI: -45
02-27 18:28:38.756 D/BleProximity: 📶 RSSI: -46
02-27 18:28:39.057 D/BleProximity: 📶 RSSI: -47
02-27 18:28:39.359 D/BleProximity: 📶 RSSI: -49
02-27 18:28:39.660 D/BleProximity: 📶 RSSI: -50
02-27 18:28:39.963 D/BleProximity: 📶 RSSI: -48
02-27 18:28:40.266 D/BleProximity: 📶 RSSI: -43
02-27 18:28:40.565 D/BleProximity: 📶 RSSI: -44
02-27 18:28:40.866 D/BleProximity: 📶 RSSI: -47
02-27 18:28:41.170 D/BleProximity: 📶 RSSI: -46
02-27 18:28:41.472 D/BleProximity: 📶 RSSI: -45
02-27 18:28:41.772 D/BleProximity: 📶 RSSI: -44
02-27 18:28:42.078 D/BleProximity: 📶 RSSI: -44
02-27 18:28:42.381 D/BleProximity: 📶 RSSI: -44
02-27 18:28:42.682 D/BleProximity: 📶 RSSI: -44
02-27 18:28:42.982 D/BleProximity: 📶 RSSI: -44
02-27 18:28:43.284 D/BleProximity: 📶 RSSI: -43
02-27 18:28:43.588 D/BleProximity: 📶 RSSI: -43
02-27 18:28:43.888 D/BleProximity: 📶 RSSI: -43
02-27 18:28:44.190 D/BleProximity: 📶 RSSI: -44
02-27 18:28:44.493 D/BleProximity: 📶 RSSI: -44
02-27 18:28:44.798 D/BleProximity: 📶 RSSI: -44
02-27 18:28:45.095 D/BleProximity: 📶 RSSI: -42
02-27 18:28:45.396 D/BleProximity: 📶 RSSI: -42
02-27 18:28:45.699 D/BleProximity: 📶 RSSI: -44
02-27 18:28:46.000 D/BleProximity: 📶 RSSI: -47
02-27 18:28:46.311 D/BleProximity: 📶 RSSI: -52
02-27 18:28:46.602 D/BleProximity: 📶 RSSI: -47
02-27 18:28:46.903 D/BleProximity: 📶 RSSI: -45
02-27 18:28:47.205 D/BleProximity: 📶 RSSI: -47
02-27 18:28:47.509 D/BleProximity: 📶 RSSI: -50
02-27 18:28:47.810 D/BleProximity: 📶 RSSI: -51
02-27 18:28:48.114 D/BleProximity: 📶 RSSI: -48
02-27 18:28:48.417 D/BleProximity: 📶 RSSI: -45
02-27 18:28:48.720 D/BleProximity: 📶 RSSI: -45
02-27 18:28:49.022 D/BleProximity: 📶 RSSI: -45
02-27 18:28:49.325 D/BleProximity: 📶 RSSI: -46
02-27 18:28:49.625 D/BleProximity: 📶 RSSI: -46
02-27 18:28:49.927 D/BleProximity: 📶 RSSI: -46
02-27 18:28:50.230 D/BleProximity: 📶 RSSI: -47
02-27 18:28:50.532 D/BleProximity: 📶 RSSI: -47
02-27 18:28:50.834 D/BleProximity: 📶 RSSI: -47
02-27 18:28:51.134 D/BleProximity: 📶 RSSI: -47
02-27 18:28:51.436 D/BleProximity: 📶 RSSI: -48
02-27 18:28:51.739 D/BleProximity: 📶 RSSI: -50
02-27 18:28:52.042 D/BleProximity: 📶 RSSI: -49
02-27 18:28:52.346 D/BleProximity: 📶 RSSI: -49
02-27 18:28:52.645 D/BleProximity: 📶 RSSI: -47
02-27 18:28:52.950 D/BleProximity: 📶 RSSI: -45
02-27 18:28:53.249 D/BleProximity: 📶 RSSI: -44
02-27 18:28:53.549 D/BleProximity: 📶 RSSI: -42
02-27 18:28:53.852 D/BleProximity: 📶 RSSI: -42
02-27 18:28:54.154 D/BleProximity: 📶 RSSI: -42
02-27 18:28:54.456 D/BleProximity: 📶 RSSI: -41
02-27 18:28:54.758 D/BleProximity: 📶 RSSI: -43
02-27 18:28:55.059 D/BleProximity: 📶 RSSI: -43
02-27 18:28:55.360 D/BleProximity: 📶 RSSI: -45
02-27 18:28:55.664 D/BleProximity: 📶 RSSI: -46
02-27 18:28:55.967 D/BleProximity: 📶 RSSI: -48
02-27 18:28:56.268 D/BleProximity: 📶 RSSI: -49
02-27 18:28:56.571 D/BleProximity: 📶 RSSI: -47
02-27 18:28:56.873 D/BleProximity: 📶 RSSI: -47
02-27 18:28:57.174 D/BleProximity: 📶 RSSI: -47
02-27 18:28:57.476 D/BleProximity: 📶 RSSI: -46
02-27 18:28:57.776 D/BleProximity: 📶 RSSI: -45
02-27 18:28:58.077 D/BleProximity: 📶 RSSI: -47
02-27 18:28:58.380 D/BleProximity: 📶 RSSI: -46
02-27 18:28:58.679 D/BleProximity: 📶 RSSI: -44
02-27 18:28:58.980 D/BleProximity: 📶 RSSI: -43
02-27 18:28:59.286 D/BleProximity: 📶 RSSI: -44
02-27 18:28:59.584 D/BleProximity: 📶 RSSI: -44
02-27 18:28:59.888 D/BleProximity: 📶 RSSI: -44
02-27 18:29:00.189 D/BleProximity: 📶 RSSI: -44
02-27 18:29:00.491 D/BleProximity: 📶 RSSI: -44
02-27 18:29:00.791 D/BleProximity: 📶 RSSI: -43
02-27 18:29:01.091 D/BleProximity: 📶 RSSI: -44
02-27 18:29:01.393 D/BleProximity: 📶 RSSI: -48
02-27 18:29:01.696 D/BleProximity: 📶 RSSI: -49
02-27 18:29:01.998 D/BleProximity: 📶 RSSI: -45
02-27 18:29:02.298 D/BleProximity: 📶 RSSI: -44
02-27 18:29:02.601 D/BleProximity: 📶 RSSI: -44
02-27 18:29:02.904 D/BleProximity: 📶 RSSI: -43
02-27 18:29:03.205 D/BleProximity: 📶 RSSI: -43
02-27 18:29:03.506 D/BleProximity: 📶 RSSI: -44
02-27 18:29:03.807 D/BleProximity: 📶 RSSI: -43
02-27 18:29:04.110 D/BleProximity: 📶 RSSI: -43
02-27 18:29:04.410 D/BleProximity: 📶 RSSI: -44
02-27 18:29:04.711 D/BleProximity: 📶 RSSI: -44
02-27 18:29:05.012 D/BleProximity: 📶 RSSI: -46
02-27 18:29:05.313 D/BleProximity: 📶 RSSI: -45
02-27 18:29:05.615 D/BleProximity: 📶 RSSI: -46
02-27 18:29:05.917 D/BleProximity: 📶 RSSI: -45
02-27 18:29:06.224 D/BleProximity: 📶 RSSI: -45
02-27 18:29:06.519 D/BleProximity: 📶 RSSI: -47
02-27 18:29:06.820 D/BleProximity: 📶 RSSI: -48
02-27 18:29:07.121 D/BleProximity: 📶 RSSI: -47
02-27 18:29:07.422 D/BleProximity: 📶 RSSI: -51
02-27 18:29:07.726 D/BleProximity: 📶 RSSI: -51
02-27 18:29:08.025 D/BleProximity: 📶 RSSI: -48
02-27 18:29:08.334 D/BleProximity: 📶 RSSI: -46
02-27 18:29:08.338 D/BleProximity: 💤 屏幕关闭，保持默认退避策略
02-27 18:29:08.632 D/BleProximity: 📶 RSSI: -45
02-27 18:29:08.933 D/BleProximity: 📶 RSSI: -47
02-27 18:29:09.236 D/BleProximity: 📶 RSSI: -48
02-27 18:29:09.538 D/BleProximity: 📶 RSSI: -48
02-27 18:29:09.840 D/BleProximity: 📶 RSSI: -48
02-27 18:29:10.142 D/BleProximity: 📶 RSSI: -48
02-27 18:29:10.442 D/BleProximity: 📶 RSSI: -48
02-27 18:29:10.743 D/BleProximity: 📶 RSSI: -49
02-27 18:29:11.045 D/BleProximity: 📶 RSSI: -50
02-27 18:29:11.345 D/BleProximity: 📶 RSSI: -47
02-27 18:29:11.647 D/BleProximity: 📶 RSSI: -46
02-27 18:29:11.949 D/BleProximity: 📶 RSSI: -47
02-27 18:29:12.251 D/BleProximity: 📶 RSSI: -48
02-27 18:29:12.553 D/BleProximity: 📶 RSSI: -51
02-27 18:29:12.855 D/BleProximity: 📶 RSSI: -48
02-27 18:29:13.156 D/BleProximity: 📶 RSSI: -47
02-27 18:29:13.458 D/BleProximity: 📶 RSSI: -47
02-27 18:29:13.760 D/BleProximity: 📶 RSSI: -48
02-27 18:29:14.063 D/BleProximity: 📶 RSSI: -48
02-27 18:29:14.364 D/BleProximity: 📶 RSSI: -47
02-27 18:29:14.667 D/BleProximity: 📶 RSSI: -47
02-27 18:29:14.970 D/BleProximity: 📶 RSSI: -47
02-27 18:29:15.272 D/BleProximity: 📶 RSSI: -44
02-27 18:29:15.573 D/BleProximity: 📶 RSSI: -44
02-27 18:29:15.875 D/BleProximity: 📶 RSSI: -44
02-27 18:29:16.176 D/BleProximity: 📶 RSSI: -42
02-27 18:29:16.479 D/BleProximity: 📶 RSSI: -42
02-27 18:29:16.780 D/BleProximity: 📶 RSSI: -42
02-27 18:29:17.082 D/BleProximity: 📶 RSSI: -43
02-27 18:29:17.384 D/BleProximity: 📶 RSSI: -43
02-27 18:29:17.685 D/BleProximity: 📶 RSSI: -42
02-27 18:29:17.986 D/BleProximity: 📶 RSSI: -42
02-27 18:29:18.288 D/BleProximity: 📶 RSSI: -43
02-27 18:29:18.588 D/BleProximity: 📶 RSSI: -42
02-27 18:29:18.890 D/BleProximity: 📶 RSSI: -43
02-27 18:29:19.192 D/BleProximity: 📶 RSSI: -42
02-27 18:29:19.495 D/BleProximity: 📶 RSSI: -42
02-27 18:29:19.796 D/BleProximity: 📶 RSSI: -42
02-27 18:29:20.098 D/BleProximity: 📶 RSSI: -43
02-27 18:29:20.401 D/BleProximity: 📶 RSSI: -44
02-27 18:29:20.703 D/BleProximity: 📶 RSSI: -46
02-27 18:29:21.006 D/BleProximity: 📶 RSSI: -49
02-27 18:29:21.312 D/BleProximity: 📶 RSSI: -48
02-27 18:29:21.556 D/BleProximity: 💡 检测到屏幕点亮/解锁，立即激活扫描！
02-27 18:29:21.614 D/BleProximity: 📶 RSSI: -53
02-27 18:29:21.913 D/BleProximity: 📶 RSSI: -48
02-27 18:29:22.214 D/BleProximity: 📶 RSSI: -51
02-27 18:29:22.514 D/BleProximity: 📶 RSSI: -50
02-27 18:29:22.815 D/BleProximity: 📶 RSSI: -49
02-27 18:29:23.116 D/BleProximity: 📶 RSSI: -55
02-27 18:29:23.418 D/BleProximity: 📶 RSSI: -58
02-27 18:29:23.718 D/BleProximity: 📶 RSSI: -56
02-27 18:29:24.019 D/BleProximity: 📶 RSSI: -56
02-27 18:29:24.320 D/BleProximity: 📶 RSSI: -60
02-27 18:29:24.621 D/BleProximity: 📶 RSSI: -59
02-27 18:29:24.922 D/BleProximity: 📶 RSSI: -56
02-27 18:29:25.223 D/BleProximity: 📶 RSSI: -55
02-27 18:29:25.525 D/BleProximity: 📶 RSSI: -55
02-27 18:29:25.826 D/BleProximity: 📶 RSSI: -56
02-27 18:29:26.128 D/BleProximity: 📶 RSSI: -59
02-27 18:29:26.429 D/BleProximity: 📶 RSSI: -59
02-27 18:29:26.733 D/BleProximity: 📶 RSSI: -60
02-27 18:29:27.035 D/BleProximity: 📶 RSSI: -63
02-27 18:29:27.338 D/BleProximity: 📶 RSSI: -64
02-27 18:29:27.639 D/BleProximity: 📶 RSSI: -68
02-27 18:29:27.941 D/BleProximity: 📶 RSSI: -70
02-27 18:29:28.245 D/BleProximity: 📶 RSSI: -69
02-27 18:29:28.547 D/BleProximity: 📶 RSSI: -70
02-27 18:29:28.850 D/BleProximity: 📶 RSSI: -71
02-27 18:29:29.154 D/BleProximity: 📶 RSSI: -69
02-27 18:29:29.456 D/BleProximity: 📶 RSSI: -71
02-27 18:29:29.756 D/BleProximity: 📶 RSSI: -68
02-27 18:29:30.058 D/BleProximity: 📶 RSSI: -68
02-27 18:29:30.361 D/BleProximity: 📶 RSSI: -66
02-27 18:29:30.661 D/BleProximity: 📶 RSSI: -68
02-27 18:29:30.965 D/BleProximity: 📶 RSSI: -68
02-27 18:29:31.266 D/BleProximity: 📶 RSSI: -65
02-27 18:29:31.567 D/BleProximity: 📶 RSSI: -66
02-27 18:29:31.870 D/BleProximity: 📶 RSSI: -68
02-27 18:29:32.172 D/BleProximity: 📶 RSSI: -68
02-27 18:29:32.472 D/BleProximity: 📶 RSSI: -63
02-27 18:29:32.506 D/BleProximity: 💤 屏幕关闭，保持默认退避策略
02-27 18:29:32.773 D/BleProximity: 📶 RSSI: -63
02-27 18:29:32.973 D/BleProximity: 💡 检测到屏幕点亮/解锁，立即激活扫描！
02-27 18:29:33.075 D/BleProximity: 📶 RSSI: -64
02-27 18:29:33.375 D/BleProximity: 📶 RSSI: -70
02-27 18:29:33.675 D/BleProximity: 📶 RSSI: -74
02-27 18:29:33.980 D/BleProximity: 📶 RSSI: -74
02-27 18:29:34.280 D/BleProximity: 📶 RSSI: -73
02-27 18:29:34.581 D/BleProximity: 📶 RSSI: -80
02-27 18:29:34.883 D/BleProximity: 📶 RSSI: -79
02-27 18:29:35.184 D/BleProximity: 📶 RSSI: -78
02-27 18:29:35.486 D/BleProximity: 📶 RSSI: -79
02-27 18:29:35.789 D/BleProximity: 📶 RSSI: -79
02-27 18:29:36.088 D/BleProximity: 📶 RSSI: -77
02-27 18:29:36.390 D/BleProximity: 📶 RSSI: -83
02-27 18:29:36.693 D/BleProximity: 📶 RSSI: -81
02-27 18:29:36.994 D/BleProximity: 📶 RSSI: -80
02-27 18:29:37.295 D/BleProximity: 📶 RSSI: -80
02-27 18:29:37.598 D/BleProximity: 📶 RSSI: -81
02-27 18:29:37.900 D/BleProximity: 📶 RSSI: -82
02-27 18:29:38.203 D/BleProximity: 📶 RSSI: -82
02-27 18:29:38.502 D/BleProximity: 📶 RSSI: -83
02-27 18:29:38.806 D/BleProximity: 📶 RSSI: -86
02-27 18:29:39.108 D/BleProximity: 📶 RSSI: -84
02-27 18:29:39.410 D/BleProximity: 📶 RSSI: -83
02-27 18:29:39.715 D/BleProximity: 📶 RSSI: -87
02-27 18:29:40.014 D/BleProximity: 📶 RSSI: -82
02-27 18:29:40.316 D/BleProximity: 📶 RSSI: -77
02-27 18:29:40.618 D/BleProximity: 📶 RSSI: -78
02-27 18:29:40.918 D/BleProximity: 📶 RSSI: -86
02-27 18:29:41.079 D/BleProximity: 💤 屏幕关闭，保持默认退避策略
02-27 18:29:41.204 D/BleProximity: 💡 检测到屏幕点亮/解锁，立即激活扫描！
02-27 18:29:41.221 D/BleProximity: 📶 RSSI: -88
02-27 18:29:41.520 D/BleProximity: 📶 RSSI: -83
02-27 18:29:41.823 D/BleProximity: 📶 RSSI: -90
02-27 18:29:42.123 D/BleProximity: 📶 RSSI: -89
02-27 18:29:42.427 D/BleProximity: 📶 RSSI: -87
02-27 18:29:42.726 D/BleProximity: 📶 RSSI: -86
02-27 18:29:43.028 D/BleProximity: 📶 RSSI: -88
02-27 18:29:43.330 D/BleProximity: 📶 RSSI: -91
02-27 18:29:43.632 D/BleProximity: 📶 RSSI: -93
02-27 18:29:43.933 D/BleProximity: 📶 RSSI: -94
02-27 18:29:44.234 D/BleProximity: 📶 RSSI: -95
02-27 18:29:44.537 D/BleProximity: 📶 RSSI: -95
02-27 18:29:44.838 D/BleProximity: 📶 RSSI: -94
02-27 18:29:45.140 D/BleProximity: 📶 RSSI: -92
02-27 18:29:45.442 D/BleProximity: 📶 RSSI: -88
02-27 18:29:45.745 D/BleProximity: 📶 RSSI: -87
02-27 18:29:46.048 D/BleProximity: 📶 RSSI: -89
02-27 18:29:46.349 D/BleProximity: 📶 RSSI: -93
02-27 18:29:46.648 D/BleProximity: 📶 RSSI: -91
02-27 18:29:46.952 D/BleProximity: 📶 RSSI: -94
02-27 18:29:47.252 D/BleProximity: 📶 RSSI: -94
02-27 18:29:47.557 D/BleProximity: 📶 RSSI: -93
02-27 18:29:47.859 D/BleProximity: 📶 RSSI: -92
02-27 18:29:48.162 D/BleProximity: 📶 RSSI: -89
02-27 18:29:48.463 D/BleProximity: 📶 RSSI: -88
02-27 18:29:48.766 D/BleProximity: 📶 RSSI: -84
02-27 18:29:49.069 D/BleProximity: 📶 RSSI: -87
02-27 18:29:49.369 D/BleProximity: 📶 RSSI: -91
02-27 18:29:49.671 D/BleProximity: 📶 RSSI: -90
02-27 18:29:49.974 D/BleProximity: 📶 RSSI: -88
02-27 18:29:50.275 D/BleProximity: 📶 RSSI: -90
02-27 18:29:50.578 D/BleProximity: 📶 RSSI: -94
02-27 18:29:50.880 D/BleProximity: 📶 RSSI: -94
02-27 18:29:51.182 D/BleProximity: 📶 RSSI: -94
02-27 18:29:51.485 D/BleProximity: 📶 RSSI: -95
02-27 18:29:51.788 D/BleProximity: 📶 RSSI: -97
02-27 18:29:52.090 D/BleProximity: 📶 RSSI: -97
02-27 18:29:52.389 D/BleProximity: 📶 RSSI: -98
02-27 18:29:52.691 D/BleProximity: 📶 RSSI: -98
02-27 18:29:52.992 D/BleProximity: 📶 RSSI: -99
02-27 18:29:53.293 D/BleProximity: 📶 RSSI: -94
02-27 18:29:53.593 D/BleProximity: 📶 RSSI: -90
02-27 18:29:53.895 D/BleProximity: 📶 RSSI: -91
02-27 18:29:54.197 D/BleProximity: 📶 RSSI: -94
02-27 18:29:54.497 D/BleProximity: 📶 RSSI: -96
02-27 18:29:54.799 D/BleProximity: 📶 RSSI: -97
02-27 18:29:55.100 D/BleProximity: 📶 RSSI: -98
02-27 18:29:55.100 D/BleProximity: 🔒 <<< 触发上锁 <<<
02-27 18:29:55.100 D/BleProximity: 原因: 信号均值(-95) < 阈值(-77.0) 
02-27 18:29:55.101 D/BleProximity: 📤 发送指令: 锁车门
02-27 18:29:55.303 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 464332384138304138413635
02-27 18:29:55.303 D/BleProximity: 🔐 处理认证挑战: 464332384138304138413635
02-27 18:29:55.400 D/BleProximity: 📶 RSSI: -98
02-27 18:29:55.703 D/BleProximity: 📶 RSSI: -99
02-27 18:29:56.002 D/BleProximity: 📶 RSSI: -99
02-27 18:29:56.262 D/BleProximity: 📨 收到特征变化: 6CB493E3-7D21-46FB-A7F6-003E2464267E, 数据长度: 2, 数据: 3032
02-27 18:29:56.262 D/BleProximity: 上锁成功
02-27 18:29:56.262 D/BleProximity: 📊 指令出队: 锁车门 -> SUCCESS
02-27 18:29:56.262 D/BleProximity: 🔒 上锁结果: SUCCESS
02-27 18:29:56.262 D/BleProximity: 🔄 同步状态: 车辆已上锁
02-27 18:29:56.303 D/BleProximity: 📶 RSSI: -99
02-27 18:29:56.303 D/BleProximity: 📊 正在收集信号样本: 1/5
02-27 18:29:56.604 D/BleProximity: 📶 RSSI: -100
02-27 18:29:56.605 D/BleProximity: 📊 正在收集信号样本: 2/5
02-27 18:29:56.906 D/BleProximity: 📶 RSSI: -99
02-27 18:29:56.906 D/BleProximity: 📊 正在收集信号样本: 3/5
02-27 18:29:57.207 D/BleProximity: 📶 RSSI: -100
02-27 18:29:57.207 D/BleProximity: 📊 正在收集信号样本: 4/5
02-27 18:29:57.507 D/BleProximity: 📶 RSSI: -99
02-27 18:29:57.810 D/BleProximity: 📶 RSSI: -100
02-27 18:29:58.111 D/BleProximity: 📶 RSSI: -98
02-27 18:29:58.412 D/BleProximity: 📶 RSSI: -95
02-27 18:29:58.712 D/BleProximity: 📶 RSSI: -95
02-27 18:29:59.014 D/BleProximity: 📶 RSSI: -96
02-27 18:29:59.317 D/BleProximity: 📶 RSSI: -100
02-27 18:29:59.616 D/BleProximity: 📶 RSSI: -100
02-27 18:29:59.916 D/BleProximity: 📶 RSSI: -101
02-27 18:30:00.217 D/BleProximity: 📶 RSSI: -101
02-27 18:30:00.518 D/BleProximity: 📶 RSSI: -101
02-27 18:30:00.819 D/BleProximity: 📶 RSSI: -101
